HOG	OG	Gene Tree Parent Clade	GCA_000014625.1	GCA_001077675.1	GCF_000006765.1	GCF_000007805.1	GCF_000009225.2	GCF_000012265.1	GCF_000013785.1	GCF_000017205.1	GCF_000026105.1	GCF_000026645.1	GCF_000046845.1	GCF_000145845.1	GCF_000145845.2	GCF_000145885.1	GCF_000146005.2	GCF_000164015.3	GCF_000172895.1	GCF_000194805.1	GCF_000204295.1	GCF_000219605.1	GCF_000237045.1	GCF_000280575.1	GCF_000293885.2	GCF_000319815.1	GCF_000327065.1	GCF_000344475.3	GCF_000349845.1	GCF_000397205.1	GCF_000413935.1	GCF_000452445.2	GCF_000452705.1	GCF_000452745.2	GCF_000510285.1	GCF_000568855.2	GCF_000696345.2	GCF_000746525.1	GCF_000759535.1	GCF_000761155.1	GCF_000813225.1	GCF_000825645.2	GCF_000828695.1	GCF_000988485.1	GCF_001020725.2	GCF_001042905.1	GCF_001269655.1	GCF_001297075.1	GCF_001400495.1	GCF_001400675.1	GCF_001412045.1	GCF_001449085.1	GCF_001477425.1	GCF_001482725.1	GCF_001515585.1	GCF_001518815.1	GCF_001543125.1	GCF_001547895.1	GCF_001547915.1	GCF_001594225.1	GCF_001605965.1	GCF_001641345.1	GCF_001647715.1	GCF_001655295.1	GCF_001655595.1	GCF_001655615.1	GCF_001661075.1	GCF_001682515.1	GCF_001708425.1	GCF_001708505.1	GCF_001730655.1	GCF_001839655.2	GCF_002007785.1	GCF_002024285.1	GCF_002091695.1	GCF_002287865.1	GCF_002318885.1	GCF_002355315.1	GCF_002356535.2	GCF_002362295.1	GCF_002442555.1	GCF_002688705.1	GCF_002736065.1	GCF_002741095.1	GCF_002864795.1	GCF_002884415.1	GCF_002905795.1	GCF_002941105.1	GCF_002966555.1	GCF_002966835.1	GCF_002980135.1	GCF_003047185.1	GCF_003410335.1	GCF_003413075.1	GCF_003415775.1	GCF_003626995.1	GCF_003671865.1	GCF_003699405.1	GCF_003699955.1	GCF_003700835.1	GCF_003850385.1	GCF_003850425.1	GCF_003851145.1	GCF_003851385.1	GCF_003851985.1	GCF_003852025.1	GCF_003940825.1	GCF_004124255.1	GCF_004135995.1	GCF_004348895.1	GCF_004683905.1	GCF_004745455.1	GCF_005080685.1	GCF_005281455.1	GCF_007833495.1	GCF_008370715.1	GCF_008693965.1	GCF_008801455.1	GCF_008801565.1	GCF_009362955.1	GCF_009497895.1	GCF_009740185.1	GCF_009755645.1	GCF_009903285.1	GCF_009911755.1	GCF_011040435.1	GCF_011397855.1	GCF_011466835.1	GCF_011765175.1	GCF_012971725.1	GCF_013200955.1	GCF_013347965.1	GCF_013374995.1	GCF_013393345.1	GCF_013403585.1	GCF_013409125.2	GCF_013425825.1	GCF_013778535.1	GCF_013911125.1	GCF_014076455.1	GCF_014190825.1	GCF_014268275.2	GCF_014268375.2	GCF_014268445.1	GCF_014268455.2	GCF_014268485.2	GCF_014268495.1	GCF_014268585.2	GCF_014268595.1	GCF_014268695.2	GCF_014268755.2	GCF_014268885.2	GCF_014269025.1	GCF_014269225.2	GCF_014522265.1	GCF_014656565.1	GCF_014855475.1	GCF_014863585.1	GCF_014863605.1	GCF_015476275.1	GCF_015712065.1	GCF_016134935.1	GCF_016599635.1	GCF_016861485.1	GCF_017166425.1	GCF_017167965.1	GCF_017798225.1	GCF_017915135.1	GCF_018388545.1	GCF_018417575.1	GCF_019139535.1	GCF_019139675.1	GCF_019139795.1	GCF_019139815.1	GCF_019139835.1	GCF_019139855.1	GCF_019139895.1	GCF_019141525.1	GCF_019285655.1	GCF_019334485.1	GCF_019614655.1	GCF_019693255.1	GCF_019719375.1	GCF_019879085.1	GCF_020025155.1	GCF_020204845.1	GCF_020422905.1	GCF_020424105.1	GCF_020917325.1	GCF_021029445.1	GCF_021233455.1	GCF_021389915.1	GCF_021398855.1	GCF_021432765.1	GCF_021495345.1	GCF_021601925.1	GCF_021605025.1	GCF_021654315.1	GCF_021725455.1	GCF_022026035.1	GCF_022049085.1	GCF_022510205.1	GCF_022533565.1	GCF_022557235.1	GCF_022807995.1	GCF_022870785.1	GCF_023207855.1	GCF_023277925.1	GCF_024023035.1	GCF_024072295.1	GCF_024397895.1	GCF_024413275.1	GCF_024448735.1	GCF_900104805.1	GCF_900104915.1	GCF_900104945.1	GCF_900105005.1	GCF_900105255.1	GCF_900105485.1	GCF_900105655.1	GCF_900105885.1	GCF_900105995.1	GCF_900106015.1	GCF_900106045.1	GCF_900116605.1	GCF_900188285.1	GCF_900235895.1	GCF_900475215.1	GCF_900475285.1	GCF_900601635.1	GCF_900625045.1	GCF_900626055.1	GCF_900636845.1	GCF_900636995.1	GCF_900682675.1	GCF_901482615.1
N30.HOG0000000	OG0000000	n97																																																																																																																																																																		WP_203789672.1																																		WP_237045796.1																																						
N30.HOG0000001	OG0000000	n336																																																																																																																																	WP_173206935.1																																																																																																									
N30.HOG0000002	OG0000000	n392																																																																																																																																	WP_173206933.1																																																																																																									
N30.HOG0000003	OG0000000	n761																																																																																																																																	WP_173210696.1																																	WP_203789684.1																																		WP_237045789.1																																						
N30.HOG0000004	OG0000000	n1073																																																																																																																																																																		WP_203788232.1																																																																								
N30.HOG0000005	OG0000000	n1477																																																																																																																																	WP_173208075.1																																	WP_203787244.1																																		WP_237044811.1																																						
N30.HOG0000006	OG0000000	n1682																																																																																																																																	WP_173204276.1																																																																																																									
N30.HOG0000007	OG0000000	n2334																																																																																																																																																																		WP_203791486.1																																		WP_237044074.1																																						
N30.HOG0000008	OG0000000	n2766																																																																																																																																	WP_173210071.1																																																																																																									
N30.HOG0000009	OG0000000	n3133																																																																																																																																	WP_173205481.1																																	WP_203792002.1																																		WP_237044469.1																																						
N30.HOG0000010	OG0000001	n8																																																																																																																																	WP_173210908.1																																	WP_203789493.1																																		WP_110680632.1																																						
N30.HOG0000011	OG0000001	n92																																																																																																																																	WP_173205435.1																																	WP_203791991.1																																		WP_203791991.1																																						
N30.HOG0000012	OG0000001	n401																																																																																																																																	WP_173208937.1																																	WP_259651553.1																																		WP_272878739.1																																						
N30.HOG0000013	OG0000001	n777																																																																																																																																	WP_173207331.1																																	WP_203792040.1																																		WP_237044501.1																																						
N30.HOG0000014	OG0000001	n794																																																																																																																																	WP_173203345.1																																																																																																									
N30.HOG0000015	OG0000001	n1413																																																																																																																																																																		WP_203789500.1																																		WP_237045658.1																																						
N30.HOG0000016	OG0000001	n1709																																																																																																																																	WP_173210073.1																																																																																																									
N30.HOG0000017	OG0000001	n2582																																																																																																																																	WP_173206864.1																																	WP_021700188.1																																		WP_021700188.1																																						
N30.HOG0000018	OG0000001	n2968																																																																																																																																	WP_173205614.1																																	WP_021699567.1																																		WP_021699567.1																																						
N30.HOG0000019	OG0000002	n393																																																																																																																																	WP_173209074.1																																	WP_203791378.1																																		WP_237044027.1																																						
N30.HOG0000020	OG0000002	n1114																																																																																																																																	WP_173211394.1																																	WP_021699957.1																																		WP_021699957.1																																						
N30.HOG0000021	OG0000002	n1591																																																																																																																																	WP_173205204.1																																	WP_203791945.1																																		WP_021700551.1																																						
N30.HOG0000022	OG0000002	n2088																																																																																																																																																																		WP_203789449.1																																		WP_021702080.1																																						
N30.HOG0000023	OG0000003	n136																																																																																																																																																																		WP_239068276.1																																		WP_237044644.1																																						
N30.HOG0000024	OG0000003	n194																																																																																																																																																																		WP_239068350.1																																		WP_237046471.1																																						
N30.HOG0000025	OG0000003	n203																																																																																																																																	WP_173208391.1																																	WP_203787644.1																																		WP_237044662.1																																						
N30.HOG0000026	OG0000003	n302																																																																																																																																																																																																				WP_237044743.1																																						
N30.HOG0000027	OG0000003	n460																																																																																																																																	WP_173210454.1																																	WP_203789885.1																																		WP_142135982.1																																						
N30.HOG0000028	OG0000003	n752																																																																																																																																	WP_173209085.1																																	WP_203791370.1																																		WP_237044025.1																																						
N30.HOG0000029	OG0000003	n794																																																																																																																																	WP_173205733.1																																																																			WP_169920135.1																																						
N30.HOG0000030	OG0000003	n848																																																																																																																																	WP_173208270.1																																	WP_239068360.1																																		WP_237044309.1																																						
N30.HOG0000031	OG0000003	n883																																																																																																																																	WP_173211255.1																																	WP_203789230.1																																		WP_237046129.1																																						
N30.HOG0000032	OG0000003	n1089																																																																																																																																																																		WP_239068250.1																																																																								
N30.HOG0000033	OG0000003	n1133																																																																																																																																	WP_173205135.1																																	WP_203791928.1																																		WP_237044383.1																																						
N30.HOG0000034	OG0000003	n1193																																																																																																																																	WP_173208802.1																																	WP_203791549.1																																		WP_237044107.1																																						
N30.HOG0000035	OG0000003	n1488																																																																																																																																																																																																				WP_161793120.1																																						
N30.HOG0000036	OG0000003	n1663																																																																																																																																	WP_173208142.1																																	WP_203791864.1																																		WP_237044324.1																																						
N30.HOG0000037	OG0000004	n351																																																																																																																																																																		WP_203792243.1																																		WP_237045113.1																																						
N30.HOG0000038	OG0000004	n508																																																																																																																																																																		WP_203792242.1																																		WP_237045114.1																																						
N30.HOG0000039	OG0000005	n425																																																																																																																																																																																																				WP_237045037.1																																						
N30.HOG0000040	OG0000006	n202																																																																																																																																																																		WP_203792512.1																																		WP_237046610.1																																						
N30.HOG0000041	OG0000006	n309																																																																																																																																	WP_173210444.1																																	WP_203789902.1																																		WP_237045831.1																																						
N30.HOG0000042	OG0000006	n1297																																																																																																																																	WP_173205803.1																																	WP_203786943.1																																																																								
N30.HOG0000043	OG0000007	n516																																																																																																																																																																		WP_203792162.1																																		WP_237045214.1																																						
N30.HOG0000044	OG0000007	n529																																																																																																																																																																																																				WP_237044488.1																																						
N30.HOG0000045	OG0000007	n935																																																																																																																																	WP_173210591.1																																	WP_239068327.1																																		WP_237045754.1																																						
N30.HOG0000046	OG0000007	n937																																																																																																																																	WP_173210590.1																																	WP_203789750.1																																		WP_237045751.1																																						
N30.HOG0000047	OG0000007	n1036																																																																																																																																	WP_173204013.1																																	WP_203788181.1																																		WP_237045373.1																																						
N30.HOG0000048	OG0000007	n1042																																																																																																																																																																		WP_203789244.1																																		WP_237046123.1																																						
N30.HOG0000049	OG0000007	n1052																																																																																																																																	WP_173204584.1																																	WP_203787719.1																																																																								
N30.HOG0000050	OG0000007	n1263																																																																																																																																																																																																				WP_073454648.1																																						
N30.HOG0000051	OG0000009	n1																																																																																																																																	WP_173207024.1																																	WP_021700241.1																																		WP_021700241.1																																						
N30.HOG0000052	OG0000009	n231																																																																																																																																	WP_160082300.1																																	WP_021700367.1																																		WP_021700367.1																																						
N30.HOG0000053	OG0000009	n451																																																																																																																																	WP_160490324.1																																	WP_021699263.1																																		WP_021699263.1																																						
N30.HOG0000054	OG0000009	n865																																																																																																																																	WP_173208569.1																																	WP_237034913.1																																		WP_237046594.1																																						
N30.HOG0000055	OG0000009	n1081																																																																																																																																	WP_173204140.1																																	WP_021701202.1																																		WP_021701202.1																																						
N30.HOG0000056	OG0000010	n171																																																																																																																																																																		WP_203788035.1																																		WP_237044556.1																																						
N30.HOG0000057	OG0000010	n1235																																																																																																																																	WP_173211629.1																																	WP_203792369.1																																		WP_237046601.1																																						
N30.HOG0000058	OG0000011	n4																																																																																																																																	WP_173211200.1																																	WP_203789942.1																																		WP_237045851.1																																						
N30.HOG0000059	OG0000011	n333																																																																																																																																	WP_173205659.1																																	WP_203787009.1																																		WP_237044923.1																																						
N30.HOG0000060	OG0000011	n625																																																																																																																																	WP_173211201.1																																	WP_203789944.1																																		WP_142135951.1																																						
N30.HOG0000061	OG0000011	n850																																																																																																																																																																		WP_203789421.1																																		WP_237046035.1																																						
N30.HOG0000062	OG0000011	n852																																																																																																																																	WP_173210975.1																																																																																																									
N30.HOG0000063	OG0000011	n1036																																																																																																																																	WP_173203444.1																																																																																																									
